#sceneRasterWidth=106
featureId	band_1:ushort
0	2230
1	2236
2	2243
3	2373
4	2344
5	2364
6	2385
7	2350
8	2244
9	2238
10	2234
11	2300
12	2286
13	2330
14	2407
15	2387
16	2416
17	2355
18	2199
19	2162
20	1933
21	1675
22	1961
23	3218
24	3164
25	3113
26	3110
27	3076
28	3067
29	2296
30	3054
31	2709
32	2462
33	1734
34	1359
35	1250
36	2133
37	2501
38	3605
39	3237
40	3047
41	3002
42	3109
43	2929
44	1695
45	2937
46	3124
47	3595
48	2978
49	3034
50	2642
51	2094
52	2730
53	2018
54	2170
55	3356
56	4191
57	4228
58	4329
59	4299
60	4238
61	3810
62	3414
63	2841
64	2460
65	1397
66	1422
67	2304
68	2962
69	2711
70	2885
71	2551
72	2713
73	2579
74	2574
75	2454
76	2238
77	2417
78	2469
79	2552
80	2612
81	2617
82	2504
83	2506
84	2533
85	2603
86	2602
87	2643
88	2636
89	2636
90	2853
91	2600
92	2684
93	2864
94	2733
95	2918
96	2976
97	3506
98	3270
99	3138
100	3062
101	3581
102	3526
103	2815
104	2009
105	2393
106	2255
107	2253
108	2239
109	2303
110	2372
111	2352
112	2389
113	2333
114	2291
115	2239
116	2223
117	2312
118	2338
119	2327
120	2406
121	2408
122	2399
123	2362
124	2182
125	2190
126	1975
127	1662
128	2813
129	3168
130	3064
131	2989
132	3026
133	3035
134	2983
135	2651
136	2914
137	2777
138	2873
139	2039
140	1710
141	1441
142	2235
143	2234
144	3489
145	3300
146	3035
147	3033
148	3161
149	3192
150	1568
151	2617
152	3067
153	3147
154	2955
155	3130
156	2179
157	2374
158	3130
159	2005
160	2112
161	3031
162	3839
163	4180
164	4290
165	4241
166	4270
167	3918
168	3726
169	2878
170	2830
171	1518
172	1470
173	1652
174	2338
175	2783
176	2744
177	2730
178	2604
179	2298
180	2384
181	3010
182	2029
183	2610
184	2525
185	2569
186	2598
187	2629
188	2531
189	2533
190	2578
191	2584
192	2596
193	2650
194	2644
195	2694
196	3101
197	2595
198	2678
199	2859
200	2727
201	3194
202	3166
203	3546
204	3078
205	3117
206	3453
207	3622
208	3111
209	2037
210	2243
211	2843
212	2281
213	2314
214	2324
215	2310
216	2273
217	2315
218	2277
219	2301
220	2327
221	2246
222	2237
223	2301
224	2318
225	2349
226	2333
227	2381
228	2358
229	2285
230	2214
231	2067
232	1857
233	2945
234	3026
235	2979
236	3004
237	2937
238	3047
239	3044
240	3088
241	3155
242	2787
243	3924
244	2932
245	1449
246	1454
247	1824
248	1858
249	2915
250	3382
251	3481
252	3251
253	3232
254	3225
255	3462
256	2530
257	1946
258	3074
259	3363
260	3237
261	3258
262	2948
263	3943
264	3658
265	2456
266	1639
267	2203
268	2192
269	3765
270	4236
271	4340
272	4182
273	4126
274	4039
275	3564
276	3153
277	2447
278	1966
279	2488
280	2259
281	2255
282	2459
283	1493
284	1792
285	2385
286	3058
287	2894
288	2364
289	2568
290	2525
291	2605
292	2677
293	2692
294	2662
295	2588
296	2671
297	2655
298	2627
299	2694
300	2689
301	2693
302	3098
303	2495
304	2732
305	2847
306	2741
307	3385
308	1821
309	3008
310	2691
311	2532
312	2817
313	2813
314	2473
315	2907
316	3118
317	3198
318	2315
319	2300
320	2318
321	2327
322	2301
323	2330
324	2217
325	2237
326	2356
327	2261
328	2270
329	2266
330	2239
331	2388
332	2383
333	2279
334	2259
335	2214
336	1907
337	2212
338	2933
339	2909
340	2945
341	2975
342	3035
343	3073
344	3127
345	3199
346	3193
347	3135
348	2323
349	3114
350	2328
351	1568
352	2327
353	3829
354	3666
355	2008
356	2622
357	3312
358	3205
359	3189
360	3140
361	3236
362	3365
363	1664
364	2987
365	3553
366	3471
367	3465
368	3263
369	2617
370	3252
371	2409
372	2032
373	2248
374	1905
375	1855
376	3566
377	4146
378	4344
379	4196
380	3857
381	3454
382	3644
383	3352
384	2405
385	1590
386	2823
387	2847
388	2767
389	2604
390	3033
391	3113
392	3058
393	2233
394	2458
395	2554
396	2475
397	2597
398	2588
399	2725
400	2756
401	2705
402	2708
403	2783
404	2808
405	2724
406	2692
407	2702
408	2995
409	2682
410	2892
411	2717
412	2886
413	3305
414	2189
415	2227
416	2056
417	2407
418	3116
419	2568
420	3324
421	3081
422	2967
423	3339
424	2270
425	2235
426	2288
427	2369
428	2401
429	2347
430	2281
431	2201
432	2221
433	2311
434	2216
435	2240
436	2265
437	2343
438	2353
439	2305
440	2304
441	1864
442	2624
443	3117
444	2906
445	3021
446	3049
447	3040
448	3019
449	3125
450	3087
451	3094
452	3090
453	3179
454	3028
455	2392
456	2205
457	1863
458	2241
459	2930
460	2355
461	2421
462	2055
463	3391
464	3272
465	3234
466	3311
467	3314
468	3209
469	2286
470	2308
471	3593
472	3550
473	3548
474	3583
475	3038
476	3838
477	3243
478	1721
479	1862
480	2803
481	2277
482	2088
483	3441
484	4290
485	4110
486	4028
487	3913
488	3831
489	4145
490	3244
491	2268
492	2748
493	2231
494	2515
495	2955
496	3123
497	2882
498	2098
499	2465
500	2545
501	2580
502	2513
503	2529
504	2611
505	2690
506	2794
507	2782
508	2722
509	2684
510	2750
511	2749
512	2732
513	2756
514	3041
515	2631
516	2620
517	2924
518	1640
519	1922
520	253
521	263
522	270
523	2099
524	3367
525	3091
526	3264
527	3376
528	3393
529	3321
530	2540
531	2255
532	2223
533	2315
534	2435
535	2397
536	2317
537	2227
538	2184
539	2243
540	2265
541	2215
542	2190
543	2257
544	2328
545	2314
546	1877
547	3092
548	3223
549	3220
550	3090
551	3253
552	3061
553	3008
554	3002
555	3048
556	3082
557	3062
558	2985
559	2599
560	1701
561	1343
562	1345
563	2153
564	2024
565	2415
566	2693
567	2851
568	2225
569	3015
570	3446
571	3346
572	3385
573	3308
574	3259
575	2923
576	1652
577	3284
578	3493
579	3578
580	3746
581	2753
582	3736
583	3197
584	2107
585	2106
586	3089
587	3234
588	2756
589	2308
590	3904
591	4095
592	4023
593	3932
594	3915
595	3879
596	2628
597	2212
598	2676
599	2397
600	2526
601	2670
602	2733
603	1669
604	2565
605	2545
606	2614
607	2539
608	2522
609	2574
610	2635
611	2727
612	2831
613	2754
614	2776
615	2747
616	2782
617	2785
618	2609
619	2643
620	3093
621	2947
622	3097
623	2790
624	2160
625	2248
626	241
627	189
628	750
629	2223
630	2511
631	3377
632	3432
633	3321
634	3203
635	3689
636	3066
637	2815
638	2278
639	2243
640	2313
641	2411
642	2341
643	2287
644	2227
645	2203
646	2291
647	2185
648	2127
649	2207
650	2267
651	2074
652	2202
653	2368
654	2558
655	2596
656	2763
657	2796
658	2909
659	2936
660	2974
661	2960
662	3066
663	3166
664	3069
665	2402
666	2166
667	2590
668	1942
669	2675
670	2415
671	2869
672	2631
673	2825
674	2587
675	2505
676	3608
677	3360
678	3371
679	3229
680	3346
681	3203
682	1844
683	2072
684	3533
685	3601
686	3989
687	2956
688	3315
689	2416
690	2430
691	2806
692	2367
693	3304
694	3361
695	1688
696	2751
697	4160
698	4114
699	4119
700	3920
701	2534
702	1533
703	1573
704	2493
705	2427
706	2058
707	2105
708	1944
709	2752
710	2456
711	2533
712	2627
713	2590
714	2579
715	2571
716	2708
717	2720
718	2733
719	2702
720	2727
721	2774
722	2846
723	2734
724	2727
725	2955
726	3049
727	2917
728	2274
729	1941
730	2452
731	3019
732	514
733	1064
734	2747
735	3298
736	3128
737	3120
738	3408
739	3358
740	3197
741	3313
742	2991
743	2872
744	2610
745	2154
746	2294
747	2329
748	2306
749	2356
750	2250
751	2209
752	2297
753	2267
754	2154
755	2160
756	2280
757	1911
758	2231
759	2210
760	2214
761	2117
762	2225
763	2363
764	2350
765	2311
766	2345
767	2333
768	2348
769	2491
770	2456
771	2120
772	2096
773	3473
774	2554
775	2981
776	2230
777	2571
778	2668
779	2858
780	2793
781	2029
782	3445
783	3283
784	3195
785	3275
786	3237
787	3413
788	2708
789	1698
790	2296
791	2453
792	2866
793	2620
794	2399
795	2097
796	3220
797	2523
798	2546
799	2350
800	3354
801	2530
802	1971
803	3521
804	3984
805	3385
806	2655
807	2612
808	2529
809	2671
810	2740
811	2719
812	3171
813	2969
814	2463
815	2616
816	2626
817	2621
818	2596
819	2603
820	2667
821	2669
822	2769
823	2847
824	2831
825	2905
826	2899
827	2921
828	2972
829	3053
830	2983
831	3010
832	3215
833	2750
834	1871
835	2055
836	1885
837	2390
838	2423
839	1640
840	2935
841	3033
842	3040
843	3115
844	3250
845	3284
846	3136
847	3236
848	3268
849	2937
850	2415
851	2344
852	2272
853	2308
854	2300
855	2339
856	2393
857	2235
858	2223
859	2322
860	2205
861	2213
862	1766
863	2257
864	2205
865	2189
866	2199
867	2259
868	2280
869	2355
870	2367
871	2342
872	2261
873	2130
874	2255
875	2265
876	1539
877	2198
878	2090
879	2996
880	3775
881	3661
882	3018
883	2845
884	2781
885	2698
886	2855
887	2321
888	2851
889	3342
890	3275
891	3322
892	3193
893	2567
894	1973
895	1572
896	2195
897	3313
898	4048
899	3741
900	3307
901	1859
902	3051
903	3400
904	2358
905	2141
906	2708
907	2861
908	1895
909	1716
910	2162
911	2240
912	2355
913	2188
914	2390
915	2265
916	2844
917	2668
918	3037
919	3138
920	2647
921	2553
922	2701
923	2633
924	2702
925	2760
926	2907
927	2716
928	2895
929	3091
930	3289
931	3332
932	3159
933	3141
934	2963
935	2832
936	2295
937	1870
938	1934
939	2772
940	1820
941	2433
942	2327
943	2145
944	1212
945	1336
946	2500
947	2833
948	2873
949	3095
950	3140
951	3151
952	3099
953	3183
954	2375
955	2233
956	2152
957	2376
958	2444
959	2361
960	2352
961	2335
962	2338
963	2273
964	2237
965	2292
966	2344
967	1721
968	2228
969	2218
970	2229
971	2281
972	2335
973	2354
974	2317
975	2260
976	2244
977	2212
978	2323
979	2353
980	2389
981	2443
982	1813
983	1990
984	1704
985	1948
986	3426
987	3063
988	3293
989	2693
990	2740
991	2869
992	2230
993	1736
994	1890
995	2235
996	2166
997	1972
998	2274
999	1833
1000	2064
1001	1574
1002	1988
1003	3345
1004	4064
1005	3694
1006	3214
1007	2007
1008	3033
1009	2895
1010	2685
1011	2362
1012	2495
1013	2135
1014	2047
1015	1362
1016	2540
1017	2477
1018	2449
1019	2524
1020	2624
1021	2032
1022	1911
1023	2075
1024	2839
1025	2915
1026	2759
1027	2612
1028	2571
1029	2623
1030	2756
1031	2687
1032	2727
1033	2976
1034	3155
1035	3299
1036	3273
1037	3199
1038	3122
1039	2399
1040	2093
1041	2027
1042	2279
1043	2737
1044	2447
1045	2897
1046	2643
1047	2523
1048	2356
1049	1681
1050	1399
1051	1666
1052	2477
1053	2771
1054	2752
1055	3005
1056	3063
1057	3154
1058	3130
1059	3139
1060	2154
1061	2145
1062	2257
1063	2232
1064	2345
1065	2462
1066	2324
1067	2303
1068	2308
1069	2311
1070	2227
1071	2298
1072	1747
1073	2198
1074	2226
1075	2271
1076	2325
1077	2354
1078	2360
1079	2293
1080	2155
1081	2258
1082	2314
1083	2354
1084	2290
1085	2345
1086	2476
1087	2062
1088	1720
1089	1631
1090	1702
1091	1997
1092	3158
1093	2962
1094	3392
1095	2190
1096	1468
1097	2188
1098	1837
1099	1559
1100	1514
1101	1837
1102	1570
1103	2023
1104	2300
1105	2068
1106	2444
1107	1312
1108	1541
1109	3226
1110	3697
1111	4056
1112	3233
1113	2276
1114	2440
1115	2254
1116	2100
1117	2071
1118	2875
1119	2370
1120	1800
1121	1769
1122	2726
1123	2619
1124	2735
1125	2669
1126	2731
1127	2511
1128	1699
1129	1002
1130	1793
1131	2532
1132	3080
1133	3172
1134	3041
1135	3054
1136	3091
1137	3291
1138	2916
1139	3165
1140	2583
1141	2451
1142	2169
1143	2747
1144	2958
1145	2786
1146	3159
1147	3183
1148	2903
1149	2684
1150	3233
1151	3230
1152	2395
1153	2566
1154	2785
1155	2274
1156	1827
1157	1651
1158	2483
1159	2822
1160	2731
1161	2954
1162	2962
1163	3010
1164	3082
1165	3112
1166	2060
1167	2053
1168	2174
1169	2248
1170	2308
1171	2465
1172	2355
1173	2364
1174	2271
1175	2316
1176	2293
1177	1778
1178	2157
1179	2235
1180	2310
1181	2359
1182	2330
1183	2319
1184	2245
1185	2145
1186	2285
1187	2385
1188	2434
1189	2335
1190	2172
1191	2169
1192	2305
1193	2070
1194	1623
1195	1833
1196	1938
1197	2283
1198	2942
1199	2886
1200	2273
1201	1655
1202	1686
1203	1614
1204	1611
1205	1423
1206	1488
1207	2191
1208	1792
1209	1908
1210	1689
1211	1821
1212	2098
1213	1727
1214	1652
1215	2336
1216	3694
1217	4098
1218	3495
1219	3139
1220	2192
1221	1388
1222	1872
1223	2247
1224	3231
1225	3236
1226	2353
1227	2125
1228	2293
1229	2620
1230	2795
1231	2936
1232	2773
1233	3005
1234	1798
1235	302
1236	495
1237	2322
1238	2174
1239	1615
1240	1528
1241	2403
1242	2259
1243	2231
1244	2359
1245	2974
1246	2758
1247	3028
1248	3141
1249	3223
1250	3122
1251	3083
1252	3060
1253	3062
1254	3207
1255	3125
1256	3266
1257	3215
1258	2243
1259	2628
1260	2566
1261	2647
1262	2437
1263	2041
1264	2237
1265	2913
1266	2944
1267	2943
1268	3002
1269	2991
1270	3082
1271	3226
1272	2015
1273	1961
1274	2043
1275	2260
1276	2311
1277	2320
1278	2370
1279	2370
1280	2331
1281	2265
1282	1831
1283	2115
1284	2056
1285	2172
1286	2258
1287	2320
1288	2215
1289	2193
1290	2259
1291	2325
1292	2368
1293	2417
1294	2411
1295	2311
1296	2187
1297	2137
1298	2195
1299	2469
1300	1927
1301	2091
1302	2463
1303	2958
1304	2766
1305	2735
1306	1538
1307	1488
1308	1808
1309	1384
1310	1465
1311	1655
1312	1543
1313	1434
1314	1566
1315	2146
1316	1527
1317	1743
1318	2472
1319	2214
1320	1892
1321	1723
1322	3540
1323	4232
1324	3261
1325	3530
1326	2072
1327	1554
1328	2621
1329	1816
1330	2612
1331	2597
1332	2470
1333	2517
1334	2272
1335	2172
1336	2759
1337	2059
1338	2352
1339	2636
1340	2233
1341	1211
1342	734
1343	1673
1344	2117
1345	1410
1346	1680
1347	2441
1348	2996
1349	2971
1350	3130
1351	3016
1352	3029
1353	3105
1354	3017
1355	3268
1356	3327
1357	3384
1358	3250
1359	3045
1360	3239
1361	3359
1362	3348
1363	3240
1364	2700
1365	2211
1366	2380
1367	2349
1368	2247
1369	2226
1370	2188
1371	3000
1372	3049
1373	3046
1374	3059
1375	3083
1376	3094
1377	3304
1378	2026
1379	1995
1380	1961
1381	2048
1382	2193
1383	2283
1384	2211
1385	2294
1386	2462
1387	1944
1388	2161
1389	2404
1390	2460
1391	2298
1392	2225
1393	2078
1394	2096
1395	2243
1396	2271
1397	2326
1398	2363
1399	2422
1400	2406
1401	2365
1402	2335
1403	2352
1404	2286
1405	2371
1406	2176
1407	2303
1408	2670
1409	2286
1410	2539
1411	2433
1412	1984
1413	1595
1414	2179
1415	1578
1416	1266
1417	1483
1418	1469
1419	1166
1420	1367
1421	1107
1422	1063
1423	1775
1424	1968
1425	2307
1426	1726
1427	1519
1428	2762
1429	3820
1430	3871
1431	2567
1432	2424
1433	1985
1434	1898
1435	1624
1436	2872
1437	2920
1438	2736
1439	2482
1440	2395
1441	2889
1442	3300
1443	3654
1444	3181
1445	2919
1446	2642
1447	2388
1448	2581
1449	2806
1450	2760
1451	2143
1452	2111
1453	3001
1454	3173
1455	3091
1456	3136
1457	3183
1458	3340
1459	3447
1460	3467
1461	3324
1462	3427
1463	3244
1464	3329
1465	3372
1466	3335
1467	3454
1468	3474
1469	3386
1470	2658
1471	2447
1472	2223
1473	2297
1474	2323
1475	2795
1476	3450
1477	3157
1478	3093
1479	3112
1480	3131
1481	3228
1482	3252
1483	3393
1484	1877
1485	1893
1486	1959
1487	1973
1488	2075
1489	2271
1490	2293
1491	2419
1492	2050
1493	2199
1494	2460
1495	2438
1496	2192
1497	2168
1498	2160
1499	2156
1500	2201
1501	2242
1502	2275
1503	2359
1504	2431
1505	2356
1506	2378
1507	2355
1508	2380
1509	2363
1510	2394
1511	2450
1512	2570
1513	2123
1514	2142
1515	2590
1516	2632
1517	2739
1518	2751
1519	1530
1520	1311
1521	1852
1522	2467
1523	2099
1524	1892
1525	2234
1526	2001
1527	2092
1528	2471
1529	1968
1530	2025
1531	2217
1532	2361
1533	1956
1534	2144
1535	2920
1536	2257
1537	2885
1538	3017
1539	2792
1540	1879
1541	2569
1542	3100
1543	2987
1544	2202
1545	1896
1546	2406
1547	2902
1548	3633
1549	4314
1550	4587
1551	4387
1552	4268
1553	2918
1554	3133
1555	3220
1556	2555
1557	2396
1558	2622
1559	3222
1560	3039
1561	3107
1562	3246
1563	3477
1564	3479
1565	3465
1566	3537
1567	3478
1568	3400
1569	3337
1570	3297
1571	3210
1572	3268
1573	3434
1574	3436
1575	3370
1576	2648
1577	2464
1578	2298
1579	2605
1580	2888
1581	3137
1582	3193
1583	3355
1584	3265
1585	3436
1586	3399
1587	3405
1588	3375
1589	3447
1590	1993
1591	1857
1592	1866
1593	1844
1594	1911
1595	2112
1596	2331
1597	2218
1598	2263
1599	2582
1600	2399
1601	2241
1602	2123
1603	2100
1604	2219
1605	2248
1606	2185
1607	2224
1608	2306
1609	2280
1610	2318
1611	2359
1612	2352
1613	2368
1614	2390
1615	2416
1616	2331
1617	2300
1618	1853
1619	2074
1620	2588
1621	2649
1622	2552
1623	2816
1624	2913
1625	1774
1626	2156
1627	2362
1628	1534
1629	1953
1630	1996
1631	2575
1632	2738
1633	3552
1634	3630
1635	3335
1636	3094
1637	2368
1638	2123
1639	2329
1640	1619
1641	1955
1642	2355
1643	2885
1644	3264
1645	2858
1646	2645
1647	3205
1648	3277
1649	3599
1650	2025
1651	1596
1652	2471
1653	2928
1654	3781
1655	4356
1656	4786
1657	4717
1658	4865
1659	3426
1660	3599
1661	3092
1662	3307
1663	3265
1664	3032
1665	3223
1666	3303
1667	3428
1668	3449
1669	3530
1670	3538
1671	3546
1672	3477
1673	3496
1674	3602
1675	3521
1676	3400
1677	2890
1678	3298
1679	3371
1680	3478
1681	3544
1682	2834
1683	2671
1684	3109
1685	3249
1686	3125
1687	3101
1688	3229
1689	3248
1690	3326
1691	3270
1692	3433
1693	3308
1694	3244
1695	3286
1696	2142
1697	2121
1698	1894
1699	1868
1700	1931
1701	1974
1702	2033
1703	2218
1704	2636
1705	2366
1706	2194
1707	2140
1708	2198
1709	2232
1710	2214
1711	2297
1712	2337
1713	2309
1714	2374
1715	2346
1716	2362
1717	2332
1718	2303
1719	2213
1720	2088
1721	1970
1722	2284
1723	1822
1724	2577
1725	2693
1726	2738
1727	2561
1728	2472
1729	2721
1730	2924
1731	1947
1732	3010
1733	2005
1734	1866
1735	2959
1736	3460
1737	3420
1738	3316
1739	3605
1740	3605
1741	3478
1742	3347
1743	3312
1744	3325
1745	2711
1746	1782
1747	1622
1748	2198
1749	2318
1750	2823
1751	2573
1752	2180
1753	2441
1754	3615
1755	2940
1756	1641
1757	2271
1758	2708
1759	3059
1760	3870
1761	4124
1762	4498
1763	4458
1764	4578
1765	3314
1766	3614
1767	3346
1768	3419
1769	3374
1770	3266
1771	3344
1772	3535
1773	3524
1774	3425
1775	3511
