#sceneRasterWidth=106
featureId	band_1:ushort
0	2246
1	2246
2	2246
3	2246
4	2253
5	2253
6	2253
7	2245
8	2245
9	2245
10	2211
11	2211
12	2211
13	2298
14	2298
15	2298
16	2302
17	2302
18	2302
19	2186
20	2186
21	2186
22	2674
23	2674
24	2674
25	3060
26	3060
27	3060
28	3063
29	3063
30	3063
31	2795
32	2795
33	2795
34	1925
35	1925
36	1925
37	2609
38	2609
39	2609
40	3229
41	3229
42	3229
43	2982
44	2982
45	2982
46	2838
47	2838
48	2838
49	3161
50	3161
51	3161
52	2780
53	2780
54	2780
55	2380
56	2380
57	2380
58	3796
59	3796
60	3796
61	4049
62	4049
63	4049
64	3139
65	3139
66	3139
67	2151
68	2151
69	2151
70	2605
71	2605
72	2605
73	2651
74	2651
75	2651
76	2494
77	2494
78	2494
79	2502
80	2502
81	2502
82	2576
83	2576
84	2576
85	2575
86	2575
87	2575
88	2602
89	2602
90	2602
91	2683
92	2683
93	2683
94	2748
95	2748
96	2748
97	2771
98	2771
99	2771
100	3024
101	3024
102	3024
103	2929
104	2929
105	2929
106	2246
107	2246
108	2246
109	2246
110	2253
111	2253
112	2253
113	2245
114	2245
115	2245
116	2211
117	2211
118	2211
119	2298
120	2298
121	2298
122	2302
123	2302
124	2302
125	2186
126	2186
127	2186
128	2674
129	2674
130	2674
131	3060
132	3060
133	3060
134	3063
135	3063
136	3063
137	2795
138	2795
139	2795
140	1925
141	1925
142	1925
143	2609
144	2609
145	2609
146	3229
147	3229
148	3229
149	2982
150	2982
151	2982
152	2838
153	2838
154	2838
155	3161
156	3161
157	3161
158	2780
159	2780
160	2780
161	2380
162	2380
163	2380
164	3796
165	3796
166	3796
167	4049
168	4049
169	4049
170	3139
171	3139
172	3139
173	2151
174	2151
175	2151
176	2605
177	2605
178	2605
179	2651
180	2651
181	2651
182	2494
183	2494
184	2494
185	2502
186	2502
187	2502
188	2576
189	2576
190	2576
191	2575
192	2575
193	2575
194	2602
195	2602
196	2602
197	2683
198	2683
199	2683
200	2748
201	2748
202	2748
203	2771
204	2771
205	2771
206	3024
207	3024
208	3024
209	2929
210	2929
211	2929
212	2246
213	2246
214	2246
215	2246
216	2253
217	2253
218	2253
219	2245
220	2245
221	2245
222	2211
223	2211
224	2211
225	2298
226	2298
227	2298
228	2302
229	2302
230	2302
231	2186
232	2186
233	2186
234	2674
235	2674
236	2674
237	3060
238	3060
239	3060
240	3063
241	3063
242	3063
243	2795
244	2795
245	2795
246	1925
247	1925
248	1925
249	2609
250	2609
251	2609
252	3229
253	3229
254	3229
255	2982
256	2982
257	2982
258	2838
259	2838
260	2838
261	3161
262	3161
263	3161
264	2780
265	2780
266	2780
267	2380
268	2380
269	2380
270	3796
271	3796
272	3796
273	4049
274	4049
275	4049
276	3139
277	3139
278	3139
279	2151
280	2151
281	2151
282	2605
283	2605
284	2605
285	2651
286	2651
287	2651
288	2494
289	2494
290	2494
291	2502
292	2502
293	2502
294	2576
295	2576
296	2576
297	2575
298	2575
299	2575
300	2602
301	2602
302	2602
303	2683
304	2683
305	2683
306	2748
307	2748
308	2748
309	2771
310	2771
311	2771
312	3024
313	3024
314	3024
315	2929
316	2929
317	2929
318	2246
319	2246
320	2246
321	2246
322	2253
323	2253
324	2253
325	2245
326	2245
327	2245
328	2211
329	2211
330	2211
331	2298
332	2298
333	2298
334	2302
335	2302
336	2302
337	2186
338	2186
339	2186
340	2674
341	2674
342	2674
343	3060
344	3060
345	3060
346	3063
